QuestionID,Question,Answer,Document,intent,cleaned question,cleaned answer
Q698,who sang I want to dance with somebody,"""I Wanna Dance with Somebody (Who Loves Me)"" is the first single from Whitney Houston 's second studio album Whitney .",I Wanna Dance with Somebody (Who Loves Me),0,sang want dance somebody,wan na dance somebody love first single whitney houston second studio album whitney .
Q699,what zones are tropical,The tropics is a region of the Earth surrounding the Equator .,Tropics,0,zone tropical,tropic region earth surrounding equator .
Q700,what type of business is walmart,"Wal-Mart Stores, Inc. (), branded as Walmart, is an American multinational retail corporation that runs chains of large discount department stores and warehouse stores.",Walmart,0,type business walmart,walmart store inc. branded walmart american multinational retail corporation run chain large discount department store warehouse store .
Q701,what part of the plant are avocados,Avocado or alligator pear also refers to the fruit ( botanically a large berry that contains a single seed) of the tree.,Avocado,0,part plant avocado,avocado alligator pear also refers fruit botanically large berry contains single seed tree .
Q702,when does air bag deploy,It is an occupant restraint system consisting of a flexible fabric envelope or cushion designed to inflate rapidly during an automobile collision .,Airbag,0,air bag deploy,occupant restraint system consisting flexible fabric envelope cushion designed inflate rapidly automobile collision .
Q703,what are some chinese inventions,"China has been the source of many inventions , including the Four Great Inventions : papermaking , the compass , gunpowder , and printing (both woodblock and movable type ).",List of Chinese inventions,0,chinese invention,china source many invention including four great invention papermaking compass gunpowder printing woodblock movable type .
Q704,what are some chinese inventions,"The Chinese invented technologies involving mechanics , hydraulics , and mathematics applied to horology , metallurgy , astronomy , agriculture , engineering , music theory , craftsmanship , nautics , and warfare .",List of Chinese inventions,0,chinese invention,chinese invented technology involving mechanic hydraulics mathematics applied horology metallurgy astronomy agriculture engineering music theory craftsmanship nautics warfare .
Q705,who sung the banana boat song,"""Day-O (The Banana Boat Song)"" is a traditional Jamaican mento folk song, the best-known version of which was sung by Harry Belafonte and an alternate version interspersed with another Jamaican folksong , Hill and Gully Rider, by Dame Shirley Bassey .",Day-O (The Banana Boat Song),0,sung banana boat song,dayo banana boat song traditional jamaican mento folk song bestknown version sung harry belafonte alternate version interspersed another jamaican folksong hill gully rider dame shirley bassey .
Q706,when did wwi begin,World War I (WWI) was a global war centred in Europe that began on 28 July 1914 and lasted until 11 November 1918.,World War I,0,wwi begin,world war wwi global war centred europe began 28 july 1914 lasted 11 november 1918 .
Q707,what year did keeping up with the kardashians begin,"Keeping Up with the Kardashians (often referred to simply as The Kardashians) is an American reality television series that premiered on October 14, 2007, on E! .",Keeping Up with the Kardashians,0,year keeping kardashians begin,keeping kardashians often referred simply kardashians american reality television series premiered october 14 2007 e .
Q708,what two empires fought to control afghanistan,"In the late 19th century, Afghanistan became a buffer state in the "" Great Game "" between the British and Russian empires.",Afghanistan,0,two empire fought control afghanistan,late 19th century afghanistan became buffer state great game british russian empire .
Q709,what triggered the civil war,"The war had its origin in the issue of slavery , especially the extension of slavery into the western territories.",American Civil War,0,triggered civil war,war origin issue slavery especially extension slavery western territory .
Q710,what is a store confectioner,"A confectionery store (more commonly referred to as a sweet shop in the United Kingdom, a candy store in the North America, or a lolly shop in Australia) sells confectionery and is usually targeted to children.",Confectionery store,0,store confectioner,confectionery store commonly referred sweet shop united kingdom candy store north america lolly shop australia sell confectionery usually targeted child .
Q711,what is a store confectioner,Most confectionery stores are filled with an assortment of sweets far larger than a grocer or convenience store could accommodate.,Confectionery store,0,store confectioner,confectionery store filled assortment sweet far larger grocer convenience store could accommodate .
Q712,when did qing dynasty begin,"The Qing Dynasty, also Empire of the Great Qing or Great Qing, was the last imperial dynasty of China , ruling from 1644 to 1912 with a brief, abortive restoration in 1917.",Qing Dynasty,0,qing dynasty begin,qing dynasty also empire great qing great qing last imperial dynasty china ruling 1644 1912 brief abortive restoration 1917 .
Q713,who owns youtube,"In November 2006, YouTube, LLC was bought by Google for US$1.65 billion, and operates as a subsidiary of Google.",Youtube,0,owns youtube,november 2006 youtube llc bought google us1.65 billion operates subsidiary google .
